ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR
TN0630200,Austin Peay State University,University or College,TN
TN0640000,Moore,County,TN
TN0650000,Morgan,County,TN
TN0650100,Wartburg,City,TN
TN0660000,Obion,County,TN
TN0660100,Union City,City,TN
TN0660200,South Fulton,City,TN
TN0660300,Kenton,City,TN
TN0660400,Troy,City,TN
TN0670000,Overton,County,TN
TN0670100,Livingston,City,TN
TN0690000,Pickett,County,TN
TN0700200,Benton,City,TN
TN0710100,Cookeville,City,TN
TN0710200,Algood,City,TN
TN0710300,Monterey,City,TN
TN0710400,Baxter,City,TN
TN0710500,Tennessee Technological University,University or College,TN
TN0720000,Rhea,County,TN
TN0720100,Dayton,City,TN
TN0720200,Spring City,City,TN
TN0720300,Graysville,City,TN
TN0730000,Roane,County,TN
TN0730100,Harriman,City,TN
TN0730200,Kingston,City,TN
TN0730300,Oliver Springs,City,TN
TN0730400,Rockwood,City,TN
TN0730600,Roane State Community College,University or College,TN
TN0740000,Robertson,County,TN
TN0740100,Springfield,City,TN
TN0740200,Greenbrier,City,TN
TN0740400,Cross Plains,City,TN
TN0740600,Coopertown,City,TN
TN0750000,Rutherford,County,TN
TN0750100,Murfreesboro,City,TN
TN0750200,Smyrna,City,TN
TN0750300,La Vergne,City,TN
TN0750400,Middle Tennessee State University,University or College,TN
TN0760000,Scott,County,TN
TN0770000,Sequatchie,County,TN
TN0770100,Dunlap,City,TN
TN0780000,Sevier,County,TN
TN0780100,Gatlinburg,City,TN
TN0780200,Sevierville,City,TN
TN0780300,Pigeon Forge,City,TN
TN0780400,Pittman Center,City,TN
TN0790000,Shelby,County,TN
TN0790100,Collierville,City,TN
TN0790200,Germantown,City,TN
TN0790400,Millington,City,TN
TN0790500,University of Tennessee:,University or College,TN
TN0790600,Bartlett,City,TN
TN0790900,University of Memphis,University or College,TN
TN0791000,Memphis-Shelby County Airport Authority,Other,TN
TN0791800,Shelby County Police Department,County,TN
TN0792400,Southwest Tennessee Community College,University or College,TN
TN079279E,Christian Brothers University,University or College,TN
TN0800100,Carthage,City,TN
TN0800200,South Carthage,City,TN
TN0800300,Gordonsville,City,TN
TN0810000,Stewart,County,TN
TN0810300,Dover,City,TN
TN0820000,Sullivan,County,TN
TN0820100,Bristol,City,TN
TN0820200,Kingsport,City,TN
TN0820300,Bluff City,City,TN
TN0830000,Sumner,County,TN
TN0830100,Gallatin,City,TN
TN0830200,Portland,City,TN
TN0830300,White House,City,TN
TN0830400,Hendersonville,City,TN
TN0830500,Westmoreland,City,TN
TN0830600,Millersville,City,TN
TN0840000,Tipton,County,TN
TN0840100,Covington,City,TN
TN0840200,Munford,City,TN
TN0840300,Mason,City,TN
TN0840400,Brighton,City,TN
TN0840500,Atoka,City,TN
TN0860000,Unicoi,County,TN
TN0860100,Erwin,City,TN
TN0870000,Union,County,TN
TN0870100,Maynardville,City,TN
TN0880000,Van Buren,County,TN
TN0890000,Warren,County,TN
TN0890100,McMinnville,City,TN
TN0900000,Washington,County,TN
TN0900100,Johnson City,City,TN
TN0900200,Jonesborough,City,TN
TN0900300,East Tennessee State University,University or College,TN
TN0910000,Wayne,County,TN
TN0910200,Clifton,City,TN
TN0910300,Collinwood,City,TN
TN0920000,Weakley,County,TN
TN0920100,Dresden,City,TN
TN0920200,Martin,City,TN
TN0920400,Greenfield,City,TN
TN0920500,Sharon,City,TN
TN0920600,University of Tennessee:,University or College,TN
TN0930100,Sparta,City,TN
TN0940000,Williamson,County,TN
TN0940100,Franklin,City,TN
TN0940200,Fairview,City,TN
TN0940300,Brentwood,City,TN
TN0950000,Wilson,County,TN
TN0950100,Lebanon,City,TN
TN0950300,Mount Juliet,City,TN
TNFBIME00,Federal Bureau of Investigations,Federal,TN
TNMPD0000,Memphis,City,TN
TNTBI0000,Tennessee Bureau of Investigation,Other State Agency,TN
TNTHP0100,Department of Safety,State Police,TN
TX0010000,Anderson,County,TX
TX0010100,Palestine,City,TX
TX0010300,Frankston,City,TX
TX0030400,Lufkin,City,TX
TX0040200,Rockport,City,TX
TX0050000,Archer,County,TX
TX0070000,Atascosa,County,TX
TX0070200,Pleasanton,City,TX
TX0080000,Austin,County,TX
TX0080100,Bellville,City,TX
TX0080200,Sealy,City,TX
TX0080700,Wallis,City,TX
TX0090000,Bailey,County,TX
TX0090100,Muleshoe,City,TX
TX0100000,Bandera,County,TX
TX0110100,Bastrop,City,TX
TX0110200,Elgin,City,TX
TX0110300,Smithville,City,TX
TX0120000,Baylor,County,TX
TX0130000,Bee,County,TX
TX0140000,Bell,County,TX
TX0140200,Belton,City,TX
TX0140300,Harker Heights,City,TX
TX0140400,Killeen,City,TX
TX0140500,Nolanville,City,TX
TX0140700,Temple,City,TX
TX0140900,Central Texas College,University or College,TX
TX0141500,Independent School District:,Other,TX
TX0150000,Bexar,County,TX
TX0150200,Balcones Heights,City,TX
TX0150500,Converse,City,TX
TX0150800,Hollywood Park,City,TX
TX0150900,Kirby,City,TX
TX0151000,Leon Valley,City,TX
TX0151100,Olmos Park,City,TX
TX0151400,Universal City,City,TX
TX0151500,Windcrest,City,TX
TX0151600,Live Oak,City,TX
TX0151700,University of Texas:,University or College,TX
TX0151900,University of Texas:,University or College,TX
TX0152000,Independent School District:,Other,TX
TX0152100,Alamo Colleges District,University or College,TX
TX0152200,Selma,City,TX
TX0152300,Somerset,City,TX
TX0153000,Helotes,City,TX
TX015349E,St. Mary's University,University or College,TX
TX0153500,Independent School District:,Other,TX
TX0153900,Fair Oaks Ranch,City,TX
TX0160100,Blanco,City,TX
TX0180000,Bosque,County,TX
TX0180100,Clifton,City,TX
TX0180800,Meridian,City,TX
TX0190000,Bowie,County,TX
TX0190100,De Kalb,City,TX
TX0190300,Nash,City,TX
TX0190400,New Boston,City,TX
TX0200000,Brazoria,County,TX
TX0200100,Alvin,City,TX
TX0200200,Angleton,City,TX
TX0200300,Clute,City,TX
TX0200500,Freeport,City,TX
TX0200800,Lake Jackson,City,TX
TX0200900,Manvel,City,TX
TX0201000,Pearland,City,TX
TX0201100,Richwood,City,TX
TX0201200,Sweeny,City,TX
TX0201800,Brazoria,City,TX
TX0203200,Independent School District:,Other,TX
TX0204000,Independent School District:,Other,TX
TX0210000,Brazos,County,TX
TX0210100,Bryan,City,TX
TX0210200,College Station,City,TX
TX0210400,Texas A&M University:,University or College,TX
TX0220000,Brewster,County,TX
TX0220100,Alpine,City,TX
TX0220200,Sul Ross State University,University or College,TX
TX0250000,Brown,County,TX
TX0250100,Bangs,City,TX
TX0250200,Brownwood,City,TX
TX0260000,Burleson,County,TX
TX0260200,Somerville,City,TX
TX0270000,Burnet,County,TX
TX0270100,Burnet,City,TX
TX0270200,Marble Falls,City,TX
TX0270600,Bertram,City,TX
TX0271100,Horseshoe Bay,City,TX
TX0290200,Port Lavaca,City,TX
TX0290900,Independent School District:,Other,TX
TX0300300,Clyde,City,TX
TX0310100,Brownsville,City,TX
TX0310300,Harlingen,City,TX
TX0310600,Port Isabel,City,TX
TX0310900,San Benito,City,TX
TX0311300,South Padre Island,City,TX
TX0320000,Camp,County,TX
TX0320100,Pittsburg,City,TX
TX0330100,Panhandle,City,TX
TX0340000,Cass,County,TX
TX0340100,Atlanta,City,TX
TX0360000,Chambers,County,TX
TX0360700,Mont Belvieu,City,TX
TX0370000,Cherokee,County,TX
TX0370100,Jacksonville,City,TX
TX0370300,Rusk,City,TX
TX0380100,Childress,City,TX
TX0430000,Collin,County,TX
TX0430100,Allen,City,TX
TX0430200,Celina,City,TX
TX0430400,Frisco,City,TX
TX0430500,McKinney,City,TX
TX0430600,Plano,City,TX
TX0430700,Prosper,City,TX
TX0430800,Wylie,City,TX
TX0431800,Murphy,City,TX
TX0440000,Collingsworth,County,TX
TX0450000,Colorado,County,TX
TX0450100,Columbus,City,TX
TX0450300,Weimar,City,TX
TX0460000,Comal,County,TX
TX0460100,New Braunfels,City,TX
TX0470100,Comanche,City,TX
TX0490100,Gainesville,City,TX
TX0500000,Coryell,County,TX
TX0500100,Copperas Cove,City,TX
TX0500200,Gatesville,City,TX
TX0530000,Crockett,County,TX
TX0540200,Lorenzo,City,TX
TX0560100,Dalhart,City,TX
TX0570000,Dallas,County,TX
TX0570100,Addison,City,TX
TX0570200,Balch Springs,City,TX
TX0570400,Carrollton,City,TX
TX0570500,Cedar Hill,City,TX
TX0570700,Coppell,City,TX
TX0570800,DeSoto,City,TX
TX0570900,Duncanville,City,TX
TX0571000,Farmers Branch,City,TX
TX0571100,Garland,City,TX
TX0571200,Grand Prairie,City,TX
TX0571500,Irving,City,TX
TX0571700,Lancaster,City,TX
TX0571800,Mesquite,City,TX
TX0572000,Richardson,City,TX
TX0572100,Sachse,City,TX
TX0572400,University Park,City,TX
TX0572800,University of Texas:,University or College,TX
TX0572900,Eastfield College,University or College,TX
TX0573300,Rowlett,City,TX
TX0573400,Richland College,University or College,TX
TX0574700,Glenn Heights,City,TX
TX0575000,Hospital District:,Other,TX
TX057529E,Southern Methodist University,University or College,TX
TX0575500,Ovilla,City,TX
TX0580100,Lamesa,City,TX
TX0590000,Deaf Smith,County,TX
TX0600000,Delta,County,TX
TX0610000,Denton,County,TX
TX0610100,Argyle,City,TX
TX0610200,Denton,City,TX
TX0610500,Lake Dallas,City,TX
TX0610600,Lewisville,City,TX
TX0610800,Sanger,City,TX
TX0611000,Texas Woman's University,University or College,TX
TX0611100,University of North Texas:,University or College,TX
TX0611200,Flower Mound,City,TX
TX0611400,Aubrey,City,TX
TX0611500,The Colony,City,TX
TX0612000,Highland Village,City,TX
TX0612800,Hickory Creek,City,TX
TX0613100,Trophy Club,City,TX
TX0613900,Northlake,City,TX
TX0620100,Cuero,City,TX
TX0620300,Yorktown,City,TX
TX0630000,Dickens,County,TX
TX0630100,Spur,City,TX
TX0660000,Duval,County,TX
TX0660300,Freer,City,TX
TX0670100,Cisco,City,TX
TX0670200,Eastland,City,TX
TX0680000,Ector,County,TX
TX0680200,Odessa,City,TX
TX0680400,University of Texas:,University or College,TX
TX0690000,Edwards,County,TX
TX0700000,Ellis,County,TX
TX0700100,Ennis,City,TX
TX0700200,Ferris,City,TX
TX0700800,Red Oak,City,TX
TX0701000,Waxahachie,City,TX
TX0710000,El Paso,County,TX
TX0710100,Anthony,City,TX
TX0710200,El Paso,City,TX
TX0710400,University of Texas:,University or College,TX
TX0711300,Independent School District:,Other,TX
TX0711600,Socorro,City,TX
TX0711800,El Paso Community College,University or College,TX
TX0720000,Erath,County,TX
TX0720100,Dublin,City,TX
TX0720200,Stephenville,City,TX
TX0720400,Tarleton State University,University or College,TX
TX0730200,Marlin,City,TX
TX0740100,Bonham,City,TX
TX0740600,Leonard,City,TX
TX0750000,Fayette,County,TX
TX0750100,La Grange,City,TX
TX0750300,Schulenburg,City,TX
TX0750800,Flatonia,City,TX
TX0770000,Floyd,County,TX
TX0770100,Floydada,City,TX
TX0790000,Fort Bend,County,TX
TX0790100,Missouri City,City,TX
TX0790200,Richmond,City,TX
TX0790300,Rosenberg,City,TX
TX0790400,Stafford,City,TX
TX0790500,Sugar Land,City,TX
TX0791300,Meadows Place,City,TX
TX0810100,Fairfield,City,TX
TX0810200,Teague,City,TX
TX0830100,Seagraves,City,TX
TX0840000,Galveston,County,TX
TX0840200,Dickinson,City,TX
TX0840300,Friendswood,City,TX
TX0840400,Galveston,City,TX
TX0840500,Hitchcock,City,TX
TX0840700,La Marque,City,TX
TX0840800,League City,City,TX
TX0840900,Texas City,City,TX
TX0842100,Santa Fe,City,TX
TX0842300,College of the Mainland,University or College,TX
TX0880000,Goliad,County,TX
TX0900000,Gray,County,TX
TX0900200,Pampa,City,TX
TX0910100,Collinsville,City,TX
TX0910200,Denison,City,TX
TX0910300,Pottsboro,City,TX
TX0910400,Sherman,City,TX
TX0910600,Whitesboro,City,TX
TX0911800,Grayson College,University or College,TX
TX0920200,Gladewater,City,TX
TX0920400,Kilgore,City,TX
TX0920500,Longview,City,TX
TX0930000,Grimes,County,TX
TX0930100,Navasota,City,TX
TX0940200,Schertz,City,TX
TX0940300,Seguin,City,TX
TX0950200,Hale Center,City,TX
TX0950400,Plainview,City,TX
TX0970100,Hamilton,City,TX
TX1000000,Hardin,County,TX
TX1000100,Kountze,City,TX
TX1000200,Silsbee,City,TX
TX1000900,Lumberton,City,TX
TX1010000,Harris,County,TX
TX1010100,Baytown,City,TX
TX1010200,Bellaire,City,TX
TX1010400,Deer Park,City,TX
TX1010600,Galena Park,City,TX
TX1010900,Humble,City,TX
TX1011200,Jersey Village,City,TX
TX1011300,La Porte,City,TX
TX1011500,Pasadena,City,TX
TX1011700,Seabrook,City,TX
TX1012300,Tomball,City,TX
TX1012400,Memorial Villages,City,TX
TX1012500,Webster,City,TX
TX1012600,West University Place,City,TX
TX1012700,Katy,City,TX
TX1012900,University of Texas:,University or College,TX
TX1013200,University of Houston:,University or College,TX
TX1013500,Independent School District:,Other,TX
TX101389E,Rice University,University or College,TX
TX1013900,University of Houston:,University or College,TX
TX1014100,Hedwig Village,City,TX
TX1014200,University of Houston:,University or College,TX
TX1015400,Houston Community College,University or College,TX
TX1016000,Independent School District:,Other,TX
TX1017000,Independent School District:,Other,TX
TX1017100,Independent School District:,Other,TX
TX1017200,Independent School District:,Other,TX
TX1017800,Independent School District:,Other,TX
TX1020000,Harrison,County,TX
TX1020200,Marshall,City,TX
TX1050100,San Marcos,City,TX
TX1050300,Texas State University:,University or College,TX
TX1050700,Kyle,City,TX
TX1060000,Hemphill,County,TX
TX1070000,Henderson,County,TX
TX1070100,Athens,City,TX
TX1070500,Seven Points,City,TX
TX1071000,Tool,City,TX
TX1080100,Alamo,City,TX
TX1080200,Donna,City,TX
TX1080300,Edcouch,City,TX
TX1080400,Edinburg,City,TX
TX1080800,McAllen,City,TX
TX1080900,Mercedes,City,TX
TX1081300,San Juan,City,TX
TX1081400,Weslaco,City,TX
TX1081700,University of Texas:,University or College,TX
TX1083000,Penitas,City,TX
TX1084100,University of Texas:,University or College,TX
TX1090000,Hill,County,TX
TX1090100,Hillsboro,City,TX
TX1090200,Hubbard,City,TX
TX1090300,Itasca,City,TX
TX1100100,Levelland,City,TX
TX1100400,South Plains College,University or College,TX
TX1100500,Anton,City,TX
TX1110000,Hood,County,TX
TX1110100,Granbury,City,TX
TX1120200,Sulphur Springs,City,TX
TX1130000,Houston,County,TX
TX1130500,Grapeland,City,TX
TX1150000,Hudspeth,County,TX
TX1160000,Hunt,County,TX
TX1160200,Commerce,City,TX
TX1160300,Greenville,City,TX
TX1160400,Wolfe City,City,TX
TX1160600,Texas A&M University:,University or College,TX
TX1161300,West Tawakoni,City,TX
TX1170100,Borger,City,TX
TX1200100,Edna,City,TX
TX1210000,Jasper,County,TX
TX1230000,Jefferson,County,TX
TX1230100,Beaumont,City,TX
TX1230500,Nederland,City,TX
TX1230700,Port Arthur,City,TX
TX1230800,Port Neches,City,TX
TX1231000,Lamar University:,University or College,TX
TX1250100,Alice,City,TX
TX1260000,Johnson,County,TX
TX1260200,Burleson,City,TX
TX1260300,Cleburne,City,TX
TX1260500,Joshua,City,TX
TX1270200,Hamlin,City,TX
TX1270400,Stamford,City,TX
TX1290000,Kaufman,County,TX
TX1290100,Forney,City,TX
TX1290200,Kaufman,City,TX
TX1290300,Kemp,City,TX
TX1290500,Terrell,City,TX
TX1300000,Kendall,County,TX
TX1300100,Boerne,City,TX
TX1330000,Kerr,County,TX
TX1370100,Kingsville,City,TX
TX1380300,Munday,City,TX
TX1390200,Paris,City,TX
TX1390400,Paris Junior College,University or College,TX
TX1391000,"Reno, Lamar County",City,TX
TX1400500,Sudan,City,TX
TX1410100,Lampasas,City,TX
TX1430100,Hallettsville,City,TX
TX1440100,Giddings,City,TX
TX1440200,Lexington,City,TX
TX1450000,Leon,County,TX
TX1460000,Liberty,County,TX
TX1460100,Cleveland,City,TX
TX1460300,Dayton,City,TX
TX1470000,Limestone,County,TX
TX1480000,Lipscomb,County,TX
TX1500000,Llano,County,TX
TX1500100,Llano,City,TX
TX1520000,Lubbock,County,TX
TX1520200,Lubbock,City,TX
TX1520600,Texas Tech University:,University or College,TX
TX1520800,Wolfforth,City,TX
TX1521200,Texas Technical University:,University or College,TX
TX1530200,Tahoka,City,TX
TX1540000,McCulloch,County,TX
TX1540100,Brady,City,TX
TX1550000,McLennan,County,TX
TX1550100,Bellmead,City,TX
TX1550400,Hewitt,City,TX
TX1550500,Lacy-Lakeview,City,TX
TX1550700,McGregor,City,TX
TX1551100,Robinson,City,TX
TX1551200,Waco,City,TX
TX1551400,Woodway,City,TX
TX1551700,Riesel,City,TX
TX1551800,Texas State Technical College:,University or College,TX
TX155259E,Baylor University:,University or College,TX
TX1570100,Madisonville,City,TX
TX1580000,Marion,County,TX
TX1590000,Martin,County,TX
TX1600000,Mason,County,TX
TX1610100,Bay City,City,TX
TX1610900,Independent School District:,Other,TX
TX1630000,Medina,County,TX
TX1630200,Devine,City,TX
TX1650000,Midland,County,TX
TX1650100,Midland,City,TX
TX1650300,Independent School District:,Other,TX
TX1660200,Rockdale,City,TX
TX1660300,Thorndale,City,TX
TX1680100,Colorado City,City,TX
TX1690100,Bowie,City,TX
TX1700000,Montgomery,County,TX
TX1700100,Conroe,City,TX
TX1700700,Roman Forest,City,TX
TX1701000,Magnolia,City,TX
TX1701200,Shenandoah,City,TX
TX1701400,Willis,City,TX
TX1701600,Oak Ridge North,City,TX
TX1701700,Montgomery,City,TX
TX1702000,Independent School District:,Other,TX
TX1710100,Dumas,City,TX
TX1720000,Morris,County,TX
TX1740000,Nacogdoches,County,TX
TX1740200,Nacogdoches,City,TX
TX1740400,Stephen F. Austin State University,University or College,TX
TX1750000,Navarro,County,TX
TX1750100,Corsicana,City,TX
TX1770000,Nolan,County,TX
TX1770300,Sweetwater,City,TX
TX1770400,Texas State Technical College:,University or College,TX
TX1780000,Nueces,County,TX
TX1780200,Corpus Christi,City,TX
TX1781500,Texas A&M University:,University or College,TX
TX1790100,Perryton,City,TX
TX1800000,Oldham,County,TX
TX1810100,Bridge City,City,TX
TX1810200,Orange,City,TX
TX1810400,Vidor,City,TX
TX1810500,West Orange,City,TX
TX1820200,Mineral Wells,City,TX
TX1830000,Panola,County,TX
TX1830100,Carthage,City,TX
TX1840000,Parker,County,TX
TX1840100,Weatherford,City,TX
TX1840300,Springtown,City,TX
TX1840500,Willow Park,City,TX
TX1860100,Fort Stockton,City,TX
TX1870000,Polk,County,TX
TX1870200,Livingston,City,TX
TX1870400,Corrigan,City,TX
TX1880000,Potter,County,TX
TX1880100,Amarillo,City,TX
TX1880200,Amarillo College,University or College,TX
TX1880400,Texas State Technical College:,University or College,TX
TX1900000,Rains,County,TX
TX1910000,Randall,County,TX
TX1910100,Canyon,City,TX
TX1910300,West Texas A&M University,University or College,TX
TX1930000,Real,County,TX
TX1940000,Red River,County,TX
TX1980000,Robertson,County,TX
TX1980300,Hearne,City,TX
TX1990000,Rockwall,County,TX
TX1990100,Rockwall,City,TX
TX1990200,Royse City,City,TX
TX1990800,Fate,City,TX
TX2000300,Winters,City,TX
TX2010000,Rusk,County,TX
TX2010100,Henderson,City,TX
TX2010300,Overton,City,TX
TX2020000,Sabine,County,TX
TX2020100,Hemphill,City,TX
TX2040000,San Jacinto,County,TX
TX2050300,Portland,City,TX
TX2060000,San Saba,County,TX
TX2060100,San Saba,City,TX
TX2080100,Snyder,City,TX
TX2100000,Shelby,County,TX
TX2100100,Center,City,TX
TX2110100,Stratford,City,TX
TX2120000,Smith,County,TX
TX2120400,Tyler,City,TX
TX2120500,Whitehouse,City,TX
TX2120800,Tyler Junior College,University or College,TX
TX2120900,University of Texas:,University or College,TX
TX2130000,Somervell,County,TX
TX2140200,Rio Grande City,City,TX
TX2140300,Roma,City,TX
TX2141100,Independent School District:,Other,TX
TX2150100,Breckenridge,City,TX
TX2180100,Sonora,City,TX
TX2200000,Tarrant,County,TX
TX2200100,Arlington,City,TX
TX2200200,Azle,City,TX
TX2200300,Bedford,City,TX
TX2200400,Benbrook,City,TX
TX2200500,Blue Mound,City,TX
TX2200600,Crowley,City,TX
TX2200900,Euless,City,TX
TX2201000,Everman,City,TX
TX2201100,Forest Hill,City,TX
TX2201200,Fort Worth,City,TX
TX2201300,Grapevine,City,TX
TX2201400,Haltom City,City,TX
TX2201600,Hurst,City,TX
TX2201700,Kennedale,City,TX
TX2201900,Lake Worth,City,TX
TX2202000,Mansfield,City,TX
TX2202100,North Richland Hills,City,TX
TX2202200,Richland Hills,City,TX
TX2202400,Saginaw,City,TX
TX2202600,Watauga,City,TX
TX2202900,White Settlement,City,TX
TX2203000,Keller,City,TX
TX2203100,Pantego,City,TX
TX2203200,Southlake,City,TX
TX2203300,University of Texas:,University or College,TX
TX2203600,Dallas-Fort Worth International Airport,Other,TX
TX2203700,Texas Christian University,University or College,TX
TX2204000,Colleyville,City,TX
TX2205000,Hospital District:,Other,TX
TX2210100,Abilene,City,TX
TX221109E,Hardin-Simmons University,University or College,TX
TX2230000,Terry,County,TX
TX2250100,Mount Pleasant,City,TX
TX2260100,San Angelo,City,TX
TX2260300,Angelo State University,University or College,TX
TX2270000,Travis,County,TX
TX2270100,Austin,City,TX
TX2270200,Manor,City,TX
TX2270400,West Lake Hills,City,TX
TX2270500,University of Texas:,University or College,TX
TX2270900,Pflugerville,City,TX
TX2271900,Sunset Valley,City,TX
TX2272400,Independent School District:,Other,TX
TX2273800,Independent School District:,Other,TX
TX2280000,Trinity,County,TX
TX2300200,Gilmer,City,TX
TX2300300,Ore City,City,TX
TX2320000,Uvalde,County,TX
TX2320100,Uvalde,City,TX
TX2330100,Del Rio,City,TX
TX2340000,Van Zandt,County,TX
TX2340200,Edgewood,City,TX
TX2340300,Grand Saline,City,TX
TX2350100,Victoria,City,TX
TX2360000,Walker,County,TX
TX2360100,Huntsville,City,TX
TX2370100,Brookshire,City,TX
TX2370200,Waller,City,TX
TX2370700,Hempstead,City,TX
TX2370900,Prairie View A&M University,University or College,TX
TX2380000,Ward,County,TX
TX2380100,Monahans,City,TX
TX2390000,Washington,County,TX
TX2390100,Brenham,City,TX
TX2400000,Webb,County,TX
TX2400100,Laredo,City,TX
TX2400600,Texas A&M International University,University or College,TX
TX2410100,El Campo,City,TX
TX2410200,Wharton,City,TX
TX2430000,Wichita,County,TX
TX2430100,Burkburnett,City,TX
TX2430400,Iowa Park,City,TX
TX2430500,Wichita Falls,City,TX
TX2430700,Midwestern State University,University or College,TX
TX2440100,Vernon,City,TX
TX2450100,Lyford,City,TX
TX2460000,Williamson,County,TX
TX2460100,Florence,City,TX
TX2460200,Georgetown,City,TX
TX2460400,Hutto,City,TX
TX2460500,Round Rock,City,TX
TX2460800,Southwestern University,University or College,TX
TX2460900,Cedar Park,City,TX
TX2461700,Leander,City,TX
TX2462500,Jarrell,City,TX
TX2462800,Independent School District:,Other,TX
TX2470100,Floresville,City,TX
TX2490000,Wise,County,TX
TX2490100,Bridgeport,City,TX
TX2490200,Decatur,City,TX
TX2500000,Wood,County,TX
TX2500200,Hawkins,City,TX
TX2500300,Mineola,City,TX
TX2500400,Quitman,City,TX
TX2500500,Winnsboro,City,TX
TX2520000,Young,County,TX
TX2520100,Graham,City,TX
TX2520200,Olney,City,TX
TX2540000,Zavala,County,TX
TXDPD0000,Dallas,City,TX
TXFBIDL00,Federal Bureau of Investigation,Federal,TX
TXFBIEP00,Federal Bureau of Investigation,Federal,FS
TXFBIH000,Federal Bureau of Identification,Federal,TX
TXFBISA00,Federal Bureau of Investigation,Federal,TX
TXHPD0000,Houston,City,TX
TXSPD0000,San Antonio,City,TX
UT0020100,Brigham City,City,UT
UT0020200,Tremonton,City,UT
UT0020800,Willard,City,UT
UT0030000,Cache,County,UT
UT0030100,Logan,City,UT
UT0031600,Utah State University:,University or College,UT
UT0040000,Carbon,County,UT
UT0040100,Price,City,UT
UT0040300,Helper,City,UT
UT0040700,Wellington,City,UT
UT0041300,Utah State University:,University or College,UT
UT0050000,Daggett,County,UT
UT0060000,Davis,County,UT
UT0060100,Bountiful,City,UT
UT0060200,Clearfield,City,UT
UT0060300,Layton,City,UT
UT0060400,Centerville,City,UT
UT0060500,Farmington,City,UT
UT0060600,Kaysville,City,UT
UT0060700,North Salt Lake,City,UT
UT0060900,West Bountiful,City,UT
UT0061000,Woods Cross,City,UT
UT0061100,Clinton,City,UT
UT0061200,Syracuse,City,UT
UT0070000,Duchesne,County,UT
UT0070200,Roosevelt,City,UT
UT0080000,Emery,County,UT
UT0100000,Grand,County,UT
UT0100100,Moab,City,UT
UT0110400,Southern Utah University,University or College,UT
UT0130200,Kanab,City,UT
UT0150000,Morgan,County,UT
UT0180000,Salt Lake County Unified Police Department,County,UT
UT0180100,Midvale,City,UT
UT0180200,Murray,City,UT
UT0180300,Salt Lake City,City,UT
UT0180400,South Salt Lake,City,UT
UT0180500,Sandy,City,UT
UT0180600,West Jordan,City,UT
UT0180700,University of Utah,University or College,UT
UT0181200,Draper,City,UT
UT0181800,South Jordan,City,UT
UT0181900,Bluffdale,City,UT
UT0182300,Salt Lake Community College,University or College,UT
UT0182500,West Valley,City,UT
UT0182800,Granite School District,Other,UT
UT0183900,Taylorsville City,City,UT
UT0184000,Utah Transit Authority,Other,UT
UT0200900,Mount Pleasant,City,UT
UT0220000,Summit,County,UT
UT0220500,Park City,City,UT
UT0230000,Tooele,County,UT
UT0230100,Tooele,City,UT
UT0230200,Grantsville,City,UT
UT0240000,Uintah,County,UT
UT0240100,Vernal,City,UT
UT0240300,Naples,City,UT
UT0250000,Utah,County,UT
UT0250300,Orem,City,UT
UT0250400,Payson,City,UT
UT0250500,Pleasant Grove,City,UT
UT0250600,Provo,City,UT
UT0250700,Spanish Fork,City,UT
UT0250800,Springville,City,UT
UT0250900,Lone Peak,City,UT
UT025129E,Brigham Young University,University or College,UT
UT0251300,Lindon,City,UT
UT0252200,Saratoga Springs,City,UT
UT0260000,Wasatch,County,UT
UT0260100,Heber,City,UT
UT0270000,Washington,County,UT
UT0270100,St. George,City,UT
UT0270300,Hurricane,City,UT
UT0271000,Washington,City,UT
UT0271200,Hildale,City,UT
UT0271500,Santa Clara/Ivins,City,UT
UT0280000,Wayne,County,UT
UT0290000,Weber,County,UT
UT0290100,Ogden,City,UT
UT0290200,Roy,City,UT
UT0290300,South Ogden,City,UT
UT0290400,Washington Terrace,City,UT
UT0290500,North Ogden,City,UT
UT0290600,Riverdale,City,UT
UT0290700,Weber State University,University or College,UT
UT0291100,Pleasant View,City,UT
UTFBISU00,Federal Bureau of Investigation,Federal,UT
UTLED0200,Parks and Recreation,Other State Agency,UT
UTUHP0000,Utah Highway Patrol,State Police,UT
VA0010000,Accomack,County,VA
VA0010200,Onancock,City,VA
VA0010500,Onley,City,VA
VA001SP00,State Police:,State Police,VA
VA0020100,University of Virginia,University or College,VA
VA0020300,Albemarle County Police Department,County,VA
VA0040000,Amelia,County,VA
VA0050000,Amherst,County,VA
VA005SP00,State Police:,State Police,VA
VA0060000,Appomattox,County,VA
VA0070100,Arlington County Police Department,County,VA
VA007SP00,State Police:,State Police,VA
VA0080000,Augusta,County,VA
VA0100000,Bedford,County,VA
VA0100100,Bedford,City,VA
VA0110000,Bland,County,VA
VA0120000,Botetourt,County,VA
VA0130100,Lawrenceville,City,VA
VA014SP00,State Police:,State Police,VA
VA0150000,Buckingham,County,VA
VA0160000,Campbell,County,VA
VA0160100,Altavista,City,VA
VA0160200,Brookneal,City,VA
VA017SP00,State Police:,State Police,VA
VA0180000,Carroll,County,VA
VA0180100,Hillsville,City,VA
VA0200000,Charlotte,County,VA
VA0210100,Chesterfield County Police Department,County,VA
VA0220000,Clarke,County,VA
VA0220100,Berryville,City,VA
VA022SP00,State Police:,State Police,VA
